RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1721,98104267,Jones,519,Spain,Male,62,8,174241.31229560752,1,0,1,91753.47909821908,0
1722,94105908,Smith,776,France,Female,67,8,199307.02509713563,1,1,0,64521.85217407754,0
1723,56721168,Jones,793,France,Male,27,9,215246.5956425502,1,0,1,120111.97855884899,0
1724,61742644,Brown,760,France,Female,40,4,218687.39250438983,4,1,1,196479.00659999845,1
1725,84789065,Williams,699,Spain,Male,63,0,147143.92366916075,4,1,1,185134.77906057323,1
1726,83297791,Jones,628,France,Female,50,8,172102.59005111083,1,0,1,165600.6026354255,1
1727,58842836,Smith,357,Germany,Male,21,5,235869.38228145274,4,1,1,141254.8202388441,1
1728,74546495,Williams,878,France,Male,41,8,206233.53923202414,4,1,0,93806.80511842304,1
1729,61703810,Williams,584,Germany,Male,69,8,204175.82440587628,2,0,1,60148.4350788014,1
1730,29735446,Jones,634,France,Female,41,4,151227.74868049208,1,1,0,183891.56331947385,0
1731,28546022,Williams,714,France,Male,30,3,205537.20754748292,1,1,0,176529.04890531383,1
1732,82621720,Brown,723,Spain,Male,55,5,218922.70738147787,2,1,0,31038.30433522296,0
1733,39770136,Brown,490,Germany,Female,75,3,27748.00067751887,1,0,0,112610.98549675275,1
1734,55679058,Smith,740,Germany,Female,27,3,105530.46307763319,3,1,0,166950.5327097708,0
1735,10188870,Jones,708,Spain,Female,67,9,71017.16831177329,2,0,0,26908.913528673696,1
1736,48313481,Jones,511,Spain,Male,50,2,36517.99883373316,1,0,0,192554.13987792,1
1737,41554331,Williams,755,France,Female,59,7,230569.64775379855,1,0,1,141630.5264985236,0
1738,53124131,Williams,671,France,Male,81,8,118860.208791955,3,1,1,44626.712767871766,0
1739,70433027,Jones,555,Germany,Male,58,9,50816.2296164337,3,0,1,117298.4824382179,0
1740,58934672,Williams,846,Germany,Female,81,7,221121.24869169775,1,0,1,198446.46801591496,1
1741,92995003,Williams,415,Germany,Female,26,8,238716.286782026,1,1,1,189351.11205016184,1
1742,45840868,Jones,386,France,Female,55,7,142929.6757571955,4,1,0,122132.22493745145,0
1743,72297389,Johnson,704,Germany,Female,27,9,224667.19117380126,4,1,0,12594.0936154509,0
1744,31914106,Johnson,679,France,Male,70,5,221285.6687894271,2,1,0,128722.60917684062,1
1745,20180628,Jones,815,Spain,Male,50,4,4639.433369369117,1,0,1,82516.98061930304,1
1746,50925810,Johnson,494,Germany,Female,64,0,109459.93996240155,3,0,1,195656.83650502446,0
1747,85860856,Johnson,331,Spain,Male,49,0,25950.704830914885,4,0,0,190278.51689051444,1
1748,70791927,Williams,521,Germany,Female,26,8,241636.08260369606,2,0,0,39682.10687591092,1
1749,52795542,Williams,583,Spain,Male,29,1,23889.45205289067,4,0,1,24227.796428279442,1
1750,74567041,Jones,704,Germany,Female,78,3,96027.57933386274,4,1,0,133291.39059990368,1
1751,69710800,Smith,827,France,Male,20,2,224018.3017920031,2,0,0,161219.0652307943,0
1752,46130306,Johnson,350,Spain,Male,56,4,11141.827237345831,1,0,1,83509.75200714331,0
1753,60987214,Brown,440,France,Female,87,8,85544.21255575359,4,1,1,143429.6322342724,0
1754,72671612,Jones,885,France,Female,20,7,152880.97638895432,1,1,0,63289.81013626137,0
1755,66595893,Brown,487,Germany,Female,71,9,230617.9060147471,3,0,0,135990.61938249972,0
1756,20866412,Jones,387,Spain,Male,62,0,130382.61165914059,2,0,0,17254.568373248057,1
1757,13123022,Smith,861,Spain,Male,18,6,210198.48853081328,2,1,0,144775.46063506906,0
1758,52441079,Williams,783,France,Male,58,5,19904.293503211156,1,1,0,170578.14742778905,1
1759,57760420,Johnson,557,Germany,Female,73,0,120755.45312276148,3,0,1,128995.79181696971,1
1760,70811994,Brown,444,France,Male,54,5,73248.1010718886,3,0,1,11911.19034771867,1
1761,14114694,Jones,350,France,Female,58,7,53500.29378080751,3,0,1,156232.55266921074,0
1762,25800134,Smith,592,Germany,Female,53,6,113560.11779693878,4,1,1,55622.26303364171,1
1763,42073405,Smith,520,Germany,Male,76,1,99242.88656403158,4,0,1,156796.1044457106,1
1764,50201572,Johnson,643,Germany,Female,87,5,30452.23309402309,2,0,1,107462.54999012272,1
1765,87795405,Jones,715,France,Male,79,3,207586.49112706722,3,0,1,164225.43860919878,0
1766,37850154,Johnson,863,France,Female,38,4,181602.4727774891,4,1,1,173470.14489733358,0
1767,79774836,Jones,323,Germany,Male,81,5,207534.24623220926,3,0,0,29591.131594638264,0
1768,36208507,Johnson,772,France,Male,71,8,163284.1663435489,2,1,1,29107.66676189279,1
1769,63093715,Brown,423,France,Male,41,2,93664.06953611772,4,1,0,168227.33385113525,1
1770,80656202,Williams,860,Spain,Female,22,1,84452.21523145122,1,1,1,134508.93933701148,1
1771,65880194,Johnson,781,Germany,Male,73,7,84810.09463326259,1,0,1,30490.293772360328,1
1772,11078340,Smith,730,Germany,Male,33,8,3729.341131976205,2,0,1,123130.55549426073,1
1773,68509287,Jones,339,Germany,Male,48,3,36718.35827023234,4,0,0,146538.94112899716,0
1774,19833535,Johnson,686,Germany,Male,38,0,146132.13110373073,3,0,1,58346.94523532102,0
1775,61645812,Smith,618,France,Male,28,8,220816.28404235805,4,0,1,174861.31116003508,0
1776,55462811,Jones,737,Spain,Female,85,7,51408.82525645293,1,1,1,144422.58050446087,1
1777,30130371,Johnson,424,France,Male,61,1,153954.95555695053,1,1,1,13274.31628727119,0
1778,17829756,Johnson,400,Spain,Female,69,6,12395.42980849348,1,0,1,115472.30069212457,0
1779,74100299,Jones,767,France,Male,34,9,21760.144926143006,4,1,0,60394.37970019716,0
1780,77028483,Johnson,353,France,Female,82,3,234478.44245144379,4,0,1,158031.63829413577,0
1781,26480704,Brown,536,Spain,Female,78,6,50763.37704746633,1,1,0,94354.78929378938,1
1782,25103786,Smith,814,Spain,Female,54,1,161908.68872547563,1,1,0,167389.18925415853,1
1783,63475030,Smith,753,France,Male,40,4,206108.89691862708,3,1,0,139518.4739242412,1
1784,49045881,Williams,314,Germany,Male,49,3,29790.5995731384,1,1,0,184444.15549463237,1
1785,14426376,Brown,467,Germany,Male,42,1,182084.86859478088,1,1,1,113016.87803608492,1
1786,50898934,Brown,426,France,Male,31,8,209863.5544732515,2,1,1,45749.64795192085,1
1787,56733951,Smith,436,Germany,Male,79,2,189319.4258416578,4,0,0,35691.73227925257,0
1788,91053782,Williams,666,Spain,Female,54,8,197311.0500184223,1,0,1,84613.99179085062,1
1789,63422795,Brown,360,Spain,Male,28,7,73263.70812444638,1,0,0,74886.5263408618,0
1790,63006233,Jones,665,Spain,Male,70,2,222551.57838249826,2,0,1,139773.48827092664,1
1791,67207743,Johnson,431,Spain,Male,47,5,45695.26130158588,3,1,1,109902.54635676616,1
1792,97370757,Smith,681,Germany,Male,35,6,49129.134088084946,3,0,1,64497.93887689411,1
1793,13180266,Williams,616,France,Male,53,2,199085.99374938014,2,0,1,44398.373025917426,0
1794,81899894,Brown,407,Germany,Female,68,0,199045.43082989837,1,1,0,19462.220748523738,1
1795,54564282,Smith,368,Germany,Male,54,8,3286.517272641426,2,0,1,34479.55166192584,1
1796,83244715,Johnson,487,Germany,Female,20,8,9012.61077307719,1,1,0,75440.00103356724,1
1797,20923639,Brown,590,France,Female,31,8,15529.242344614751,3,0,0,58848.987579612825,0
1798,63713232,Smith,401,Spain,Female,19,0,236876.1974000618,4,0,0,139000.7966848433,1
1799,50406036,Brown,563,Spain,Male,31,4,176706.81447707716,4,1,1,162008.1494832425,0
1800,80056044,Smith,872,France,Female,64,9,7117.3636277801215,3,1,1,42373.75625752087,0
1801,58948097,Smith,885,Spain,Male,73,0,22691.9219567199,3,0,0,65230.477946939434,0
1802,98812560,Smith,807,Spain,Female,88,2,109158.76706771905,1,0,1,68599.74795666919,1
1803,98452641,Jones,339,France,Female,79,8,215350.61675776335,1,1,1,27569.108518883648,1
1804,17294865,Smith,500,France,Female,70,9,109620.7077132681,2,1,1,168997.55418188786,0
1805,59626236,Williams,448,France,Female,85,3,17876.30139390606,2,0,0,84380.98163119689,1
1806,11388695,Brown,792,Germany,Male,26,6,182366.41302723475,4,0,1,88813.45560508133,0
1807,37435216,Brown,331,Germany,Male,35,8,63345.08853131044,4,0,1,199077.9708516416,1
1808,38858319,Williams,340,Spain,Female,63,5,137020.06104414034,3,0,1,174569.07385594436,0
1809,41866868,Jones,838,Spain,Male,62,9,41207.94320221749,4,0,0,50675.41493994646,0
1810,36162359,Smith,867,Spain,Male,27,5,193701.1281448242,3,0,0,18710.775665413505,0
1811,49684109,Jones,486,Germany,Male,53,2,241277.0406589787,4,1,1,28335.477900656453,0
1812,91904877,Johnson,672,France,Female,42,6,107925.54271262167,3,1,1,134947.45076730507,1
1813,10237289,Johnson,603,Germany,Female,27,8,76015.77635452112,4,0,1,54642.9370391705,0
1814,25920227,Smith,321,Germany,Male,67,3,200665.30559233748,4,1,0,49238.269376216056,0
1815,21899035,Smith,465,France,Male,71,8,14688.759235922887,1,1,0,187154.36429627656,1
1816,73726931,Smith,805,France,Female,79,8,130611.07436935359,4,1,1,120254.97594048723,0
1817,68319485,Williams,418,Germany,Male,21,8,220870.78748855827,2,0,1,107785.26125935184,0
1818,60716886,Smith,356,Spain,Female,28,3,166032.76231759414,1,1,0,87388.58490535774,0
1819,82816289,Brown,606,Germany,Male,67,2,78581.82928720437,3,0,1,110076.02505191434,0
1820,76993142,Williams,364,Spain,Female,84,2,215227.80244519905,4,0,1,158265.81200268297,0
1821,86192095,Brown,362,Germany,Female,41,6,142052.82131044925,4,0,1,15910.16772215764,0
1822,47704773,Jones,513,Germany,Female,87,1,101948.98119870946,2,0,0,92488.62749152303,0
1823,13582026,Jones,377,Spain,Male,56,2,142341.3653639554,4,0,1,172706.5122206062,0
1824,63704018,Jones,820,Spain,Female,68,2,17101.89434114004,4,1,0,92619.10939754313,0
1825,25421588,Jones,714,Spain,Male,79,8,245924.23618535246,4,0,1,133319.11793967854,1
1826,67972334,Brown,774,Spain,Female,44,7,163033.63382769568,1,1,1,193553.98605968204,0
1827,19166033,Smith,472,Germany,Female,30,4,10506.650273584051,1,0,0,87531.62298784226,1
1828,78856299,Smith,335,Spain,Female,58,8,74776.93430894359,1,0,1,89110.35250660926,1
1829,35216398,Jones,797,Spain,Female,85,1,32324.03766398348,3,0,0,44740.264364209965,0
1830,25831525,Jones,602,France,Male,42,0,150842.80823747182,3,1,0,48479.798510130466,1
1831,93948805,Jones,497,France,Female,82,6,67481.32675494348,1,1,0,104433.82002504599,1
1832,75963544,Williams,371,France,Male,70,8,214323.19329468723,4,1,0,17597.555045502384,1
1833,63336609,Williams,587,Germany,Female,29,6,194384.45940082514,2,0,0,90876.09794738344,1
1834,18613771,Brown,715,Spain,Male,65,8,44266.66977331753,4,1,1,195534.51280692063,1
1835,60274536,Smith,477,Germany,Female,87,3,236720.34105718156,1,0,1,33071.48330030692,1
1836,53023803,Williams,857,Germany,Male,24,1,178833.7142085112,4,1,1,132898.29376358242,0
1837,44900517,Jones,867,Spain,Male,78,7,230231.52909097628,1,0,1,26821.396914110395,1
1838,75974147,Brown,704,Spain,Male,26,6,8173.037461012473,2,0,0,60011.97044063271,1
1839,15331060,Smith,823,Spain,Male,83,4,168541.241332743,3,0,0,82552.80981036674,0
1840,83656893,Smith,316,Germany,Male,20,0,173161.9631395281,3,0,0,191020.98864813478,1
1841,65841401,Brown,440,Spain,Male,30,0,7809.952919774238,2,1,0,100732.02638377334,1
1842,43446286,Smith,843,Germany,Female,18,1,205055.65327000731,3,0,0,52967.934714922994,0
1843,25946559,Jones,756,France,Male,88,3,79662.67897546242,4,0,0,172863.3853171286,1
1844,66420690,Jones,461,Spain,Male,31,5,146106.14559395253,1,0,1,198227.01606565944,0
1845,36576106,Brown,356,France,Female,49,0,199900.48601260703,1,1,0,27290.451040054028,0
1846,73503845,Smith,447,Spain,Female,27,9,61130.45769487291,1,0,1,94461.78820277215,0
1847,52794848,Williams,826,Spain,Male,42,7,90036.96361232211,1,1,0,75446.06333254509,1
1848,30418653,Smith,446,France,Female,64,8,76075.9463812401,3,1,1,198418.83417163807,1
1849,49964241,Jones,389,Germany,Male,64,9,71914.18196972737,4,1,0,131310.0319586375,1
1850,31187632,Smith,441,France,Female,49,2,20717.820053455405,2,1,1,83684.92298176106,1
1851,77094071,Johnson,878,France,Male,51,6,61190.268202482745,2,0,0,108407.10667100138,0
1852,77751297,Williams,381,Germany,Female,29,8,18546.01669801026,4,0,0,192213.78227259603,1
1853,29260117,Brown,727,France,Male,41,4,147220.8004342552,4,1,1,56645.46069643727,1
1854,47940642,Brown,668,France,Female,19,4,151910.96724649367,3,0,0,109871.43529485067,0
1855,78997862,Johnson,401,Spain,Female,67,6,217349.53282276224,4,0,1,122824.58602997569,0
1856,85491520,Brown,346,Germany,Female,21,8,115876.12245439769,1,1,1,106681.7036386687,0
1857,91986189,Jones,807,Spain,Male,71,9,129541.34933702566,2,1,1,125805.10338533694,1
1858,52422880,Johnson,817,France,Male,64,4,82904.6344858041,3,1,1,194279.18012156506,0
1859,13873726,Jones,603,Spain,Male,19,8,50875.599590517326,1,0,1,148763.67304662356,0
1860,58077887,Williams,760,Germany,Male,50,6,134804.4870437322,4,1,0,165290.02076079298,1
1861,84765272,Smith,505,Germany,Male,89,3,103591.64405066687,3,1,0,38564.37928708314,0
1862,14372919,Johnson,646,France,Female,22,9,247847.5755639155,4,1,0,51864.82241882997,1
1863,65976238,Jones,429,Spain,Male,55,0,228503.70685169174,3,1,0,122428.96822870588,0
1864,28477015,Smith,706,Germany,Male,59,7,41844.48691599796,4,0,0,94814.8871281317,0
1865,53288634,Williams,330,France,Male,86,4,109109.85810879897,4,0,0,139406.77841782448,0
1866,53856420,Smith,814,Spain,Male,31,2,139647.90960240047,3,1,0,162798.4803747238,0
1867,32087931,Smith,726,Spain,Male,24,0,62770.51834246083,1,0,0,170225.1801605309,0
1868,17961915,Jones,366,Germany,Female,20,1,178571.2301477597,3,0,0,15809.81568130964,0
1869,11219799,Johnson,577,Spain,Male,82,8,45679.898365951485,1,0,1,123428.70754492268,0
1870,54332804,Brown,811,Spain,Male,38,9,72248.29940237534,2,1,0,132442.25443674764,0
1871,43313099,Jones,831,France,Male,67,6,52058.34127018474,1,1,0,78091.66154050673,0
1872,36364015,Jones,659,Spain,Male,88,7,201785.875952628,3,0,0,177122.4841298322,1
1873,42989435,Williams,479,Spain,Male,37,3,180468.34427402235,3,1,0,128398.57264960153,0
1874,99718985,Williams,449,Spain,Male,25,6,196384.28744395718,4,0,1,187246.12843899507,0
1875,51219942,Williams,813,Spain,Female,36,6,106185.03594439049,3,1,0,187097.7015117017,1
1876,86234037,Brown,719,Germany,Female,57,1,122325.5527611565,1,0,1,79377.2248938048,0
1877,68992036,Johnson,514,Spain,Female,47,9,79357.30889012288,3,0,0,71303.52971863019,0
1878,17760533,Jones,402,France,Female,68,3,161456.24499959676,2,1,1,68755.71649580152,1
1879,10847348,Johnson,701,Germany,Male,45,0,86250.30373594919,1,1,0,15164.12296638835,0
1880,69113117,Williams,712,Germany,Female,84,3,1640.8991118811166,2,1,1,48187.34174138883,1
1881,22470756,Brown,525,Germany,Female,18,9,234844.34855811964,1,0,1,10234.101700080802,1
1882,44869656,Smith,468,France,Female,47,0,182760.49240341474,3,0,0,94709.5628279403,1
1883,41974361,Williams,837,Spain,Female,20,7,30469.333532137265,3,1,0,22645.419459242286,1
1884,47094251,Brown,757,Spain,Male,60,4,73694.71030230029,2,1,1,177993.1801682509,1
1885,13605010,Brown,673,France,Male,49,5,144910.804742742,2,0,0,165624.26643768736,1
1886,40084182,Williams,591,France,Male,60,0,96379.13419891903,4,0,1,85340.81412752463,0
1887,50729291,Brown,843,Spain,Male,71,4,72232.09384858859,1,0,1,48500.91069770544,0
1888,88246559,Jones,599,Germany,Male,61,1,159162.90227891397,3,0,1,157136.58920304113,0
1889,59824641,Johnson,594,France,Female,88,6,103920.31551136535,4,1,0,102870.4770893151,1
1890,54391232,Jones,397,France,Female,50,9,169583.80425894837,2,1,1,30318.124831719775,1
1891,85453256,Brown,336,Germany,Male,73,4,78402.03105813969,1,0,0,148632.2137812137,0
1892,79427597,Williams,556,Spain,Female,27,0,84144.76393994005,3,0,1,67485.42006434419,1
1893,37343851,Smith,367,France,Female,70,2,202801.7871909676,1,1,1,148314.67337220281,0
1894,15522862,Williams,460,Germany,Female,45,6,184199.41341112167,3,0,0,164643.6026280191,1
1895,70599032,Brown,871,Germany,Male,87,3,148546.80839082933,3,1,1,46806.28603680809,0
1896,44630798,Williams,373,Spain,Female,35,8,20273.075438657223,4,0,1,149823.3549061965,1
1897,37166658,Williams,324,France,Female,50,0,102040.66087829544,1,1,0,196284.06168644453,1
1898,62190972,Johnson,409,France,Male,63,3,94545.31744515826,1,1,0,100382.77405985293,1
1899,88284168,Brown,478,France,Female,39,2,86771.15345308231,4,0,1,19667.36941717303,1
1900,16045034,Smith,537,Germany,Male,60,5,79123.44599547719,2,1,0,98104.0421990529,0
1901,78299003,Smith,514,Germany,Female,63,5,9254.364534533488,4,0,0,109449.02964352457,0
1902,96047661,Jones,327,France,Male,41,9,91659.18503671492,1,0,0,99608.82495412268,1
1903,77648799,Smith,669,Spain,Female,78,0,151003.83573714635,2,1,1,160969.69159500572,0
1904,98149554,Johnson,729,Germany,Female,52,3,41549.413289454526,3,1,0,55629.549334143085,1
1905,66208473,Brown,469,Germany,Male,67,1,90364.7937381341,3,1,1,48990.15870087516,0
1906,49950561,Brown,480,Spain,Male,25,5,97122.74993920972,3,0,0,149533.87356663673,1
1907,85169913,Brown,864,Germany,Male,54,5,195724.07823688848,2,0,1,17764.771160020366,0
1908,75313789,Smith,869,Spain,Female,82,1,122138.82203462429,1,0,1,21948.883767211828,0
1909,71789314,Johnson,481,France,Female,61,2,232523.94215514988,3,0,0,109473.35069678305,1
1910,45116415,Johnson,668,Germany,Female,54,9,230583.56263379546,4,1,1,104356.35730814005,1
1911,11293675,Williams,394,France,Male,86,3,79359.94742784639,3,1,1,21594.775980767085,0
1912,77234966,Jones,822,Spain,Female,58,9,207915.5877903648,4,1,1,185045.69705923408,1
1913,50417247,Johnson,806,Germany,Female,80,2,51615.6220252186,3,0,0,68839.17799666645,1
1914,92310792,Williams,370,Germany,Female,54,5,186893.66279682625,3,0,1,88099.36297991549,0
1915,11855343,Jones,594,Spain,Male,67,6,86137.45719796428,1,0,0,167545.5390741173,1
1916,14857366,Johnson,404,Germany,Male,34,3,84451.29956810326,3,1,1,14417.451830565758,1
1917,68078196,Williams,786,Germany,Female,28,3,62334.72651749658,3,0,0,108785.29066580755,0
1918,39525620,Johnson,443,Germany,Female,20,9,225476.01114818413,1,1,1,26393.749649058722,1
1919,66115814,Williams,504,Spain,Female,70,4,221400.72054279596,4,0,1,28521.51765063155,0
1920,36354409,Johnson,483,Germany,Female,36,4,68459.82100808067,2,1,1,29253.460112230696,0
1921,52902947,Brown,345,Germany,Female,67,6,165467.85677253065,4,1,0,174898.36467929458,1
1922,69774445,Brown,763,France,Female,57,0,207282.02579324172,1,0,1,152292.2552514213,0
1923,70116104,Williams,454,Spain,Male,77,6,72483.79719916054,1,1,0,49865.09325826763,1
1924,36414556,Williams,704,Spain,Female,62,8,73793.51242613347,4,0,0,129702.30271108002,0
1925,10140716,Williams,891,Germany,Female,36,3,185729.62293989887,1,0,1,94809.59445918245,1
1926,54254488,Jones,636,Spain,Male,63,0,130105.97361567436,4,1,0,144117.78029840047,1
1927,55401381,Jones,752,Spain,Female,36,3,145086.8332525268,2,1,0,50380.22223358709,0
1928,73964573,Smith,542,Germany,Male,71,7,212484.3658261939,2,0,0,73805.85949201317,0
1929,46589616,Jones,311,Spain,Female,45,8,92742.67120675875,1,1,0,94034.46069801228,1
1930,43529866,Jones,425,Germany,Female,82,7,248071.56200760783,4,0,0,100014.01596096599,1
1931,12805132,Williams,733,France,Female,69,8,204304.57203571932,4,0,0,67247.00458867327,0
1932,15624874,Jones,665,Germany,Female,44,2,129848.50229143687,1,1,1,146433.29531117695,1
1933,50518297,Jones,720,France,Female,69,3,26086.097557804278,1,1,0,166920.22208328277,1
1934,56932564,Johnson,538,France,Female,48,9,232008.17874311403,1,1,1,190815.72220580274,1
1935,37500784,Jones,593,Spain,Female,55,9,71212.09557116273,2,1,1,43948.96090999244,0
1936,94422369,Brown,305,France,Female,62,0,154021.3833564684,3,1,0,175399.65481523913,0
1937,30424323,Smith,395,France,Female,50,8,181338.73901873024,4,1,0,152527.44131067756,0
1938,31854492,Smith,751,Germany,Male,24,7,179199.60818856538,2,0,0,155567.35956850872,1
1939,82186011,Johnson,317,France,Male,49,2,20428.95044785886,4,1,0,195186.90365730575,0
1940,95563443,Brown,660,Germany,Male,37,3,11807.249206709253,1,1,0,174066.24796425173,0
1941,19568908,Williams,665,France,Female,65,1,94641.85587944635,1,0,1,161885.7463187403,0
1942,92923081,Jones,756,France,Female,89,6,226837.229253344,4,1,0,98575.13103755061,0
1943,26716870,Smith,390,Spain,Male,79,5,206290.722627919,3,0,0,18877.590893331755,1
1944,36395501,Johnson,512,France,Female,77,9,236657.08898682593,2,1,0,67621.01987682481,0
1945,90434302,Johnson,758,France,Male,76,0,233200.86188950652,1,0,0,182544.3822772501,1
1946,88983264,Jones,808,Germany,Female,24,9,199887.9082936164,4,1,1,97413.02145489372,0
1947,22824933,Williams,384,France,Female,82,6,82508.07302921342,4,1,1,15292.710588603546,1
1948,38397230,Smith,341,Spain,Male,27,6,7647.699198263691,4,0,0,194287.85517625947,0
1949,63827823,Brown,526,Spain,Female,20,5,188895.94238319737,2,1,1,157507.32859600623,0
1950,54100375,Smith,537,Spain,Female,49,5,139696.06240513455,3,1,1,58257.33120886521,1
1951,46794160,Johnson,371,Spain,Female,63,0,137790.75225479383,4,1,1,45107.03463964484,1
1952,55141240,Brown,538,Spain,Male,18,0,36968.83461524406,3,1,1,93442.7304063663,1
1953,88286583,Smith,593,Germany,Male,50,1,27244.468010905355,2,1,0,157607.3584072196,0
1954,31490726,Williams,417,France,Male,54,0,225692.8833439727,3,0,1,43399.13244530531,1
1955,14086937,Johnson,864,Spain,Female,41,5,235583.04864971788,3,0,1,36532.54805143085,1
1956,61717965,Jones,856,Germany,Male,52,2,78793.58112083115,4,1,1,68088.08398343946,1
1957,59530780,Jones,321,Spain,Male,54,2,111150.55411301398,4,0,1,105532.29017496936,1
1958,53644122,Johnson,680,Spain,Female,39,0,177625.3017901052,4,0,0,30683.841083193358,0
1959,80630414,Williams,496,France,Male,55,1,4121.322193163273,3,0,0,186793.87116142537,1
1960,22118457,Williams,702,Spain,Female,60,1,169432.0289505148,1,0,0,156858.5989524121,1
1961,76486418,Brown,571,Spain,Male,59,1,169571.06507719876,3,0,0,166578.46201518955,1
1962,47684836,Johnson,819,Germany,Female,58,3,183951.0712173289,1,1,0,147895.46262770682,0
1963,56530907,Smith,370,France,Male,67,5,107302.85414402321,1,1,1,94884.13092035663,1
1964,18382910,Jones,411,Germany,Male,46,5,111950.61440353162,4,1,1,13998.156439992454,1
1965,72909894,Williams,873,Germany,Male,65,7,33160.97887715494,4,1,0,35004.99712135387,1
1966,67374880,Smith,705,Spain,Female,22,0,228465.13178503505,4,0,1,18494.339892809734,1
1967,46110400,Brown,368,Spain,Female,82,9,198701.64871213902,3,1,1,49900.764288013364,0
1968,31366155,Smith,785,Spain,Male,58,4,25017.86735516659,4,1,0,63030.743636902065,1
1969,31002177,Jones,684,France,Female,60,7,156592.39174035142,1,0,0,177734.3668012897,0
1970,98550099,Jones,673,Germany,Male,21,0,35938.57694674032,2,1,0,139562.30189769476,0
1971,97090124,Williams,390,Germany,Male,18,7,392.1811789135143,1,1,1,136135.00671085622,1
1972,86146661,Johnson,551,Germany,Female,30,1,118467.98599634533,3,1,1,190892.83867221262,0
1973,98258982,Williams,736,Spain,Male,40,1,212641.22216288437,1,1,0,183324.60418382622,0
1974,41011637,Johnson,774,France,Male,28,8,63027.889173723095,3,0,1,25920.450976081116,0
1975,29751490,Johnson,621,Germany,Male,29,8,246804.7180134983,3,1,1,175767.52935455975,1
1976,92346886,Smith,434,France,Female,45,2,46483.16829553947,3,0,0,91707.47922646564,1
1977,72120707,Johnson,433,Germany,Female,70,5,71693.98020523437,2,1,0,175937.703275703,1
1978,93843207,Johnson,346,Germany,Female,42,0,113787.46574154033,3,1,1,112385.04020745326,0
1979,59914271,Smith,352,France,Female,67,7,150196.38230493074,4,0,1,141785.39518854822,1
1980,22968441,Smith,809,France,Male,69,4,4783.151034975896,4,1,0,160896.82337207062,0
1981,13413529,Jones,655,France,Female,83,3,167875.9917129444,1,0,1,54640.62169041424,0
1982,35070547,Johnson,650,Spain,Female,21,5,5046.985548012084,2,0,1,196652.01694728708,1
1983,58325996,Brown,308,Germany,Female,50,3,64255.027559394526,1,1,1,136354.70728111776,1
1984,76827158,Smith,399,Germany,Female,83,4,85508.90362951733,1,0,1,75978.45662852921,0
1985,59200231,Brown,525,Germany,Female,52,4,115112.4214013873,1,1,0,58381.054668127574,1
1986,24846913,Williams,349,France,Male,19,6,187208.55106208628,3,1,0,105521.21777653861,1
1987,54205733,Smith,721,Spain,Female,43,4,147930.37180126845,2,0,0,161448.70337088397,0
1988,75504040,Williams,400,France,Male,64,9,22805.229000959298,4,1,0,92577.87812312215,0
1989,25037943,Williams,472,Germany,Female,82,9,175896.15382768452,2,1,0,159497.01553845097,1
1990,38130846,Williams,590,France,Male,74,6,22161.60689717292,2,0,0,193156.86333308354,0
1991,99871809,Johnson,455,France,Female,64,6,244457.06271967792,4,0,0,99235.79656515314,1
1992,99083875,Brown,821,Germany,Male,82,8,152353.16641900968,2,0,0,77413.43089977311,1
1993,15001474,Williams,812,Germany,Male,77,4,19971.942162231666,4,1,1,138651.39184246762,0
1994,97875450,Jones,502,Spain,Male,69,9,25804.361293353006,4,0,0,10895.71228789666,1
1995,63156821,Johnson,320,Spain,Male,85,3,7306.86462307667,1,0,0,88704.83229402285,0
1996,19516061,Brown,742,Germany,Male,41,9,195457.1303969496,3,1,1,104170.95430898522,1
1997,82298135,Williams,356,Germany,Male,66,9,184619.52270909844,2,1,0,188656.85909761232,0
1998,58025897,Johnson,628,France,Male,43,4,185329.81554541524,1,0,0,28704.216816637723,1
1999,40490048,Jones,521,Spain,Male,66,2,72052.31124646791,1,0,0,39723.79960459851,0
2000,31657294,Johnson,808,France,Female,28,0,185206.13792904397,1,0,1,58887.81019338097,0
2001,34897867,Williams,420,Germany,Female,45,8,51761.95232024849,1,0,0,29556.772006164585,1
2002,11995840,Johnson,652,France,Female,67,5,8704.15654698456,2,0,1,182594.58407331214,1
2003,90097822,Williams,793,Germany,Male,38,3,126872.95216738303,4,1,0,109549.80368917758,1
2004,53330592,Williams,317,Germany,Male,57,2,188300.70232690783,3,0,0,193017.14143627675,0
2005,25713460,Williams,501,France,Male,71,3,112504.73885500256,2,1,0,95312.20330531338,0
2006,44871114,Johnson,617,France,Female,84,6,181803.83178792972,2,0,1,182945.36087494102,0
2007,78503624,Brown,884,France,Male,82,3,180006.8609458787,4,1,1,171360.3840234609,1
2008,83371930,Jones,348,France,Female,18,8,188731.32075236237,2,1,0,189035.30699754166,0
2009,10005461,Brown,883,France,Male,44,1,36706.555066846726,2,0,1,59925.13379841991,1
2010,21721366,Williams,389,Germany,Male,22,6,169732.2411984992,4,0,1,83897.48999396336,1
2011,73747847,Brown,397,Spain,Female,50,8,241438.75620015917,4,1,1,133073.17921432573,0
2012,46830589,Williams,344,Spain,Female,31,5,227768.64800290816,2,1,0,21329.88466666804,0
2013,75241698,Jones,769,France,Male,58,8,16298.861224152139,2,0,1,112879.37476910115,0
